timestamp,mac_address,temperature
2025-10-16 18:15:00+07:00,60:55:F9:EC:C3:D6,24.8
2025-10-17 09:10:00+07:00,60:55:F9:EC:C3:D6,24.85714285714286
2025-10-17 09:15:00+07:00,60:55:F9:EC:C3:D6,24.94666666666666
2025-10-17 09:20:00+07:00,60:55:F9:EC:C3:D6,24.91999999999999
2025-10-17 09:25:00+07:00,60:55:F9:EC:C3:D6,24.724137931034484
2025-10-17 09:30:00+07:00,60:55:F9:EC:C3:D6,23.949999999999985
2025-10-17 09:35:00+07:00,60:55:F9:EC:C3:D6,23.97037037037038
2025-10-17 09:40:00+07:00,60:55:F9:EC:C3:D6,24.42142857142857
2025-10-17 09:45:00+07:00,60:55:F9:EC:C3:D6,24.36206896551725
2025-10-17 09:50:00+07:00,60:55:F9:EC:C3:D6,24.043333333333337
2025-10-17 09:55:00+07:00,60:55:F9:EC:C3:D6,23.899999999999988
2025-10-17 10:00:00+07:00,60:55:F9:EC:C3:D6,23.85999999999999
2025-10-17 10:05:00+07:00,60:55:F9:EC:C3:D6,23.85666666666666
2025-10-17 10:10:00+07:00,60:55:F9:EC:C3:D6,23.799999999999997
2025-10-17 10:15:00+07:00,60:55:F9:EC:C3:D6,23.799999999999997
2025-10-17 10:20:00+07:00,60:55:F9:EC:C3:D6,23.82333333333333
2025-10-17 10:25:00+07:00,60:55:F9:EC:C3:D6,23.86896551724137
2025-10-17 10:30:00+07:00,60:55:F9:EC:C3:D6,23.82758620689655
2025-10-17 10:35:00+07:00,60:55:F9:EC:C3:D6,23.823333333333323
2025-10-17 10:40:00+07:00,60:55:F9:EC:C3:D6,23.799999999999997
2025-10-17 10:45:00+07:00,60:55:F9:EC:C3:D6,23.84333333333332
2025-10-17 10:50:00+07:00,60:55:F9:EC:C3:D6,23.799999999999997
2025-10-17 10:55:00+07:00,60:55:F9:EC:C3:D6,23.707407407407413
2025-10-17 11:00:00+07:00,60:55:F9:EC:C3:D6,23.65172413793104
2025-10-17 11:05:00+07:00,60:55:F9:EC:C3:D6,23.64137931034484
2025-10-17 11:10:00+07:00,60:55:F9:EC:C3:D6,23.700000000000006
2025-10-17 11:15:00+07:00,60:55:F9:EC:C3:D6,23.700000000000006
